measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Philippines,Both,All Ages,Diabetes mellitus,Number,2019,1055434.2980056105,1232535.2357516482,900680.466701758
DALYs (Disability-Adjusted Life Years),Philippines,Both,All Ages,Diabetes mellitus,Percent,2019,0.03226878625539348,0.03559858774781865,0.02968683104142818
DALYs (Disability-Adjusted Life Years),Philippines,Both,All Ages,Diabetes mellitus,Rate,2019,941.1523827777164,1099.0769166561552,803.1552214661876
DALYs (Disability-Adjusted Life Years),Maldives,Both,All Ages,Diabetes mellitus,Number,2019,2714.1655706659303,3409.0801729365858,2157.2320829387104
DALYs (Disability-Adjusted Life Years),Maldives,Both,All Ages,Diabetes mellitus,Percent,2019,0.029844408214823818,0.034070822097672454,0.026020815917814674
DALYs (Disability-Adjusted Life Years),Maldives,Both,All Ages,Diabetes mellitus,Rate,2019,544.5603846800938,683.9855425342168,432.81925967438946
DALYs (Disability-Adjusted Life Years),Mongolia,Both,All Ages,Diabetes mellitus,Number,2019,10637.858277921217,13617.2891443803,8164.470860794587
DALYs (Disability-Adjusted Life Years),Mongolia,Both,All Ages,Diabetes mellitus,Percent,2019,0.009085405012799582,0.010886888972767069,0.007678833867288064
DALYs (Disability-Adjusted Life Years),Mongolia,Both,All Ages,Diabetes mellitus,Rate,2019,314.02445172780244,401.9758156073694,241.0112466933197
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,All Ages,Diabetes mellitus,Number,2019,8001.612425033047,9569.828484861971,6657.328886419924
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,All Ages,Diabetes mellitus,Percent,2019,0.08166790658099124,0.09092432090147302,0.07399052182628006
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,All Ages,Diabetes mellitus,Rate,2019,1830.5359118082092,2189.298079044692,1523.002984396548
DALYs (Disability-Adjusted Life Years),Marshall Islands,Both,All Ages,Diabetes mellitus,Number,2019,1736.6710184169162,2209.8571178058005,1360.8914817833006
DALYs (Disability-Adjusted Life Years),Marshall Islands,Both,All Ages,Diabetes mellitus,Percent,2019,0.08148039546203382,0.09665597994024502,0.06970356413169895
DALYs (Disability-Adjusted Life Years),Marshall Islands,Both,All Ages,Diabetes mellitus,Rate,2019,3055.2468707414614,3887.701799801141,2394.154907316466
DALYs (Disability-Adjusted Life Years),Georgia,Both,All Ages,Diabetes mellitus,Number,2019,62291.723350417284,76733.36977288821,50067.2154262912
DALYs (Disability-Adjusted Life Years),Georgia,Both,All Ages,Diabetes mellitus,Percent,2019,0.04296125985088011,0.04903347971176188,0.03762616626528744
DALYs (Disability-Adjusted Life Years),Georgia,Both,All Ages,Diabetes mellitus,Rate,2019,1699.7527923387127,2093.82165915228,1366.182931666991
DALYs (Disability-Adjusted Life Years),Argentina,Both,All Ages,Diabetes mellitus,Number,2019,424647.1462011639,509210.6912029529,353289.3313826386
DALYs (Disability-Adjusted Life Years),Argentina,Both,All Ages,Diabetes mellitus,Percent,2019,0.03369641103560462,0.038157364450177,0.030181733005276875
DALYs (Disability-Adjusted Life Years),Argentina,Both,All Ages,Diabetes mellitus,Rate,2019,941.2489631109589,1128.6877573239155,783.081247140994
DALYs (Disability-Adjusted Life Years),Denmark,Both,All Ages,Diabetes mellitus,Number,2019,49293.2085700571,59678.97221106731,40699.5806507201
DALYs (Disability-Adjusted Life Years),Denmark,Both,All Ages,Diabetes mellitus,Percent,2019,0.028941674105798777,0.03246598150336942,0.02598664979505955
DALYs (Disability-Adjusted Life Years),Denmark,Both,All Ages,Diabetes mellitus,Rate,2019,849.4825622606121,1028.463102678458,701.3863584264151
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,All Ages,Diabetes mellitus,Number,2019,492203.6374068961,607400.5221824183,389087.27664637275
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,All Ages,Diabetes mellitus,Percent,2019,0.08601224776280862,0.09497821611043579,0.07767995160014608
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,All Ages,Diabetes mellitus,Rate,2019,2252.189351543094,2779.298819057841,1780.3570609524852
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Both,All Ages,Diabetes mellitus,Number,2019,3915.992297498464,5424.456568101708,2863.0613955044973
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Both,All Ages,Diabetes mellitus,Percent,2019,0.09336169840166776,0.12634109936494842,0.07200488962278617
DALYs (Disability-Adjusted Life Years),Micronesia (Federated States of),Both,All Ages,Diabetes mellitus,Rate,2019,3834.8618565549928,5312.074183302344,2803.745284588268
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,All Ages,Diabetes mellitus,Number,2019,385500.96367386635,477309.8059494662,307422.978580597
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,All Ages,Diabetes mellitus,Percent,2019,0.06010349472124224,0.06631198132641593,0.05460878390909678
DALYs (Disability-Adjusted Life Years),Taiwan (Province of China),Both,All Ages,Diabetes mellitus,Rate,2019,1632.078771555602,2020.7658998343964,1301.5233799888897
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All Ages,Diabetes mellitus,Number,2019,59767.177060051,74083.62978605008,47387.94628605234
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All Ages,Diabetes mellitus,Percent,2019,0.12947735279731595,0.13951305931835067,0.12057969510046775
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,All Ages,Diabetes mellitus,Rate,2019,4307.677534646264,5339.52586373245,3415.453124452412
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,All Ages,Diabetes mellitus,Number,2019,164529.80286618348,208019.81199234343,128341.3818806549
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,All Ages,Diabetes mellitus,Percent,2019,0.02841079371942379,0.03328992085091897,0.023980943867832866
DALYs (Disability-Adjusted Life Years),Kazakhstan,Both,All Ages,Diabetes mellitus,Rate,2019,894.5693411061311,1131.03001954219,697.8083205934806
DALYs (Disability-Adjusted Life Years),Malta,Both,All Ages,Diabetes mellitus,Number,2019,5796.2881376306495,7425.299154226802,4497.676218651379
DALYs (Disability-Adjusted Life Years),Malta,Both,All Ages,Diabetes mellitus,Percent,2019,0.04704485852809307,0.05557306942212902,0.04056714300486892
DALYs (Disability-Adjusted Life Years),Malta,Both,All Ages,Diabetes mellitus,Rate,2019,1319.6753897864617,1690.5620153729717,1024.0126915789058
DALYs (Disability-Adjusted Life Years),Kiribati,Both,All Ages,Diabetes mellitus,Number,2019,5051.6386055336625,6298.764828025809,3945.2533377317336
DALYs (Disability-Adjusted Life Years),Kiribati,Both,All Ages,Diabetes mellitus,Percent,2019,0.08869520224760657,0.10268845969233328,0.07542246827470059
DALYs (Disability-Adjusted Life Years),Kiribati,Both,All Ages,Diabetes mellitus,Rate,2019,4258.639762321578,5309.993933603969,3325.933236413963
DALYs (Disability-Adjusted Life Years),Canada,Both,All Ages,Diabetes mellitus,Number,2019,307829.07800844987,381120.0248456798,242007.95535582374
DALYs (Disability-Adjusted Life Years),Canada,Both,All Ages,Diabetes mellitus,Percent,2019,0.03078210197524661,0.03549798049288949,0.026851718151618537
DALYs (Disability-Adjusted Life Years),Canada,Both,All Ages,Diabetes mellitus,Rate,2019,842.9091576283838,1043.5971844387054,662.6752843106834
DALYs (Disability-Adjusted Life Years),Timor-Leste,Both,All Ages,Diabetes mellitus,Number,2019,8512.088107496022,10657.926785137151,6561.884160788271
DALYs (Disability-Adjusted Life Years),Timor-Leste,Both,All Ages,Diabetes mellitus,Percent,2019,0.02099257384276582,0.024830013304031208,0.017229333276797
DALYs (Disability-Adjusted Life Years),Timor-Leste,Both,All Ages,Diabetes mellitus,Rate,2019,637.6939833754263,798.4522364321571,491.5919567674831
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,All Ages,Diabetes mellitus,Number,2019,79582.588425294,98618.85378270567,62978.013609583664
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,All Ages,Diabetes mellitus,Percent,2019,0.06912915986879099,0.07821076412672442,0.0610193677488498
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,All Ages,Diabetes mellitus,Rate,2019,2411.6065043913886,2988.4661198379154,1908.4348757654798
DALYs (Disability-Adjusted Life Years),Tajikistan,Both,All Ages,Diabetes mellitus,Number,2019,80511.44312716779,98776.68056686841,65027.37776473582
DALYs (Disability-Adjusted Life Years),Tajikistan,Both,All Ages,Diabetes mellitus,Percent,2019,0.029976636960112706,0.03346961884495571,0.02622705094036071
DALYs (Disability-Adjusted Life Years),Tajikistan,Both,All Ages,Diabetes mellitus,Rate,2019,848.166186093424,1040.5855016042913,685.0457630383868
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Both,All Ages,Diabetes mellitus,Number,2019,193484.62691517,240158.4897426288,154312.28920663055
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Both,All Ages,Diabetes mellitus,Percent,2019,0.04476454992939604,0.050074860499508086,0.039740478637349544
DALYs (Disability-Adjusted Life Years),Luxembourg,Both,All Ages,Diabetes mellitus,Number,2019,5729.553805271749,7622.690285135385,4158.813040485811
DALYs (Disability-Adjusted Life Years),Luxembourg,Both,All Ages,Diabetes mellitus,Percent,2019,0.037499352168158036,0.04588139654310913,0.030386134487923818
DALYs (Disability-Adjusted Life Years),Luxembourg,Both,All Ages,Diabetes mellitus,Rate,2019,926.2878106922907,1232.3481610918516,672.3486605197256
DALYs (Disability-Adjusted Life Years),Mauritius,Both,All Ages,Diabetes mellitus,Number,2019,60370.16684573641,71589.63192728999,49852.211701815424
DALYs (Disability-Adjusted Life Years),Mauritius,Both,All Ages,Diabetes mellitus,Percent,2019,0.1428369772633486,0.15256187697915785,0.13279356540438822
DALYs (Disability-Adjusted Life Years),Mauritius,Both,All Ages,Diabetes mellitus,Rate,2019,4728.748494476704,5607.560520105175,3904.8851998980763
DALYs (Disability-Adjusted Life Years),Chile,Both,All Ages,Diabetes mellitus,Number,2019,177999.2431495112,221895.72941496893,139022.47340141135
DALYs (Disability-Adjusted Life Years),Chile,Both,All Ages,Diabetes mellitus,Percent,2019,0.03931783191302007,0.04566613295937323,0.033807934375551796
DALYs (Disability-Adjusted Life Years),Chile,Both,All Ages,Diabetes mellitus,Rate,2019,978.1060082342646,1219.317241478405,763.9286218722452
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Both,All Ages,Diabetes mellitus,Rate,2019,1961.0032280149198,2434.0516408415397,1563.984188724445
DALYs (Disability-Adjusted Life Years),Netherlands,Both,All Ages,Diabetes mellitus,Number,2019,141224.5410546116,179423.29258155279,108731.20093665138
DALYs (Disability-Adjusted Life Years),Netherlands,Both,All Ages,Diabetes mellitus,Percent,2019,0.029348266323750247,0.034538622549474894,0.02513687155015218
DALYs (Disability-Adjusted Life Years),Netherlands,Both,All Ages,Diabetes mellitus,Rate,2019,823.1409078290807,1045.7860286771966,633.750329652204
DALYs (Disability-Adjusted Life Years),Czechia,Both,All Ages,Diabetes mellitus,Number,2019,209302.429105486,270178.85160744656,157297.849619871
DALYs (Disability-Adjusted Life Years),Czechia,Both,All Ages,Diabetes mellitus,Percent,2019,0.06046735815299444,0.0729720933345329,0.04926816773954193
DALYs (Disability-Adjusted Life Years),Czechia,Both,All Ages,Diabetes mellitus,Rate,2019,1966.4837152553241,2538.4431234893036,1477.87897658016
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,All Ages,Diabetes mellitus,Number,2019,25305.548973858033,32038.781241300476,19605.96410504101
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,All Ages,Diabetes mellitus,Percent,2019,0.015290984376373114,0.018037395542439324,0.012983864674885071
DALYs (Disability-Adjusted Life Years),Kyrgyzstan,Both,All Ages,Diabetes mellitus,Rate,2019,387.2038599650538,490.2300194326173,299.9936886431738
DALYs (Disability-Adjusted Life Years),Azerbaijan,Both,All Ages,Diabetes mellitus,Number,2019,109393.98194117151,133359.8117855347,87957.33485247633
DALYs (Disability-Adjusted Life Years),Azerbaijan,Both,All Ages,Diabetes mellitus,Percent,2019,0.03461851602139208,0.03985921559548437,0.02994966687307177
DALYs (Disability-Adjusted Life Years),Azerbaijan,Both,All Ages,Diabetes mellitus,Rate,2019,1064.2810774749223,1297.4417939671307,855.7264800814819
DALYs (Disability-Adjusted Life Years),United States of America,Both,All Ages,Diabetes mellitus,Number,2019,4461170.609352261,5516665.911874743,3593089.719278815
DALYs (Disability-Adjusted Life Years),United States of America,Both,All Ages,Diabetes mellitus,Percent,2019,0.04007152159044888,0.044872723897956705,0.03543006723446865
DALYs (Disability-Adjusted Life Years),United States of America,Both,All Ages,Diabetes mellitus,Rate,2019,1360.2011966953187,1682.019414224959,1095.5252250947433
DALYs (Disability-Adjusted Life Years),Viet Nam,Both,All Ages,Diabetes mellitus,Number,2019,1023725.1460859796,1240502.0238665536,824034.9190769413
DALYs (Disability-Adjusted Life Years),Viet Nam,Both,All Ages,Diabetes mellitus,Percent,2019,0.039635317905076475,0.044201197770656564,0.03563871928171295
DALYs (Disability-Adjusted Life Years),Viet Nam,Both,All Ages,Diabetes mellitus,Rate,2019,1062.2538557255384,1287.1893036189108,855.0481282877912
DALYs (Disability-Adjusted Life Years),Peru,Both,All Ages,Diabetes mellitus,Number,2019,208208.5590278395,258718.00064194447,164491.33467178472
DALYs (Disability-Adjusted Life Years),Peru,Both,All Ages,Diabetes mellitus,Percent,2019,0.02772530766436922,0.031107060250189084,0.024813925826916668
DALYs (Disability-Adjusted Life Years),Peru,Both,All Ages,Diabetes mellitus,Rate,2019,612.4610242697057,761.0383185495692,483.8635442604533
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,All Ages,Diabetes mellitus,Number,2019,108279.1220660882,134564.2781914005,85554.17925960026
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,All Ages,Diabetes mellitus,Percent,2019,0.03329418368131701,0.039634767613890516,0.028341278474111282
DALYs (Disability-Adjusted Life Years),Bulgaria,Both,All Ages,Diabetes mellitus,Rate,2019,1561.4273044914014,1940.4695399080467,1233.7247380686838
DALYs (Disability-Adjusted Life Years),Samoa,Both,All Ages,Diabetes mellitus,Number,2019,4534.088804020734,5594.005461355968,3705.4194460467274
DALYs (Disability-Adjusted Life Years),Samoa,Both,All Ages,Diabetes mellitus,Percent,2019,0.07621543490723068,0.08521846323152694,0.06706884402971272
DALYs (Disability-Adjusted Life Years),Samoa,Both,All Ages,Diabetes mellitus,Rate,2019,2145.2595086571127,2646.7486470074996,1753.1827548559802
DALYs (Disability-Adjusted Life Years),Slovenia,Both,All Ages,Diabetes mellitus,Number,2019,21878.44816723404,28465.215660286492,15641.53206458167
DALYs (Disability-Adjusted Life Years),Slovenia,Both,All Ages,Diabetes mellitus,Percent,2019,0.034925934885848685,0.04208848920404718,0.02878010137353845
DALYs (Disability-Adjusted Life Years),Slovenia,Both,All Ages,Diabetes mellitus,Rate,2019,1054.7538269053643,1372.3000334337428,754.0738574177503
DALYs (Disability-Adjusted Life Years),Mozambique,Both,All Ages,Diabetes mellitus,Number,2019,185254.8451713023,228814.3947067484,149061.13365728606
DALYs (Disability-Adjusted Life Years),Mozambique,Both,All Ages,Diabetes mellitus,Percent,2019,0.010785756008657629,0.012500516892550979,0.009131312386879304
DALYs (Disability-Adjusted Life Years),Mozambique,Both,All Ages,Diabetes mellitus,Rate,2019,627.3862565738004,774.9055438335424,504.81220374784806
DALYs (Disability-Adjusted Life Years),Cuba,Both,All Ages,Diabetes mellitus,Number,2019,163322.00592060125,214185.35802882435,121691.50168227743
DALYs (Disability-Adjusted Life Years),Cuba,Both,All Ages,Diabetes mellitus,Percent,2019,0.046828726602368705,0.057045011207447094,0.03842037129548193
DALYs (Disability-Adjusted Life Years),Cuba,Both,All Ages,Diabetes mellitus,Rate,2019,1437.8822775166054,1885.6817774018562,1071.3685066934238
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,All Ages,Diabetes mellitus,Number,2019,363874.5057913686,431906.5917724649,305127.1054200925
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,All Ages,Diabetes mellitus,Percent,2019,0.03614786868829677,0.039623334623572884,0.033278117069188505
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,All Ages,Diabetes mellitus,Rate,2019,1080.4806387006572,1282.49355948258,906.0374511046734
DALYs (Disability-Adjusted Life Years),Hungary,Both,All Ages,Diabetes mellitus,Number,2019,140474.35771909234,178816.76820858134,108264.22834563155
DALYs (Disability-Adjusted Life Years),Hungary,Both,All Ages,Diabetes mellitus,Percent,2019,0.037877194323450276,0.045465161770806534,0.03125846151899868
DALYs (Disability-Adjusted Life Years),Hungary,Both,All Ages,Diabetes mellitus,Rate,2019,1452.0194763165634,1848.34751585097,1119.0780345876256
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,All Ages,Diabetes mellitus,Number,2019,42455.90967480877,52842.57334675948,34046.576931351134
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,All Ages,Diabetes mellitus,Percent,2019,0.026679866749066302,0.03029384901499151,0.023855267820665483
DALYs (Disability-Adjusted Life Years),Turkmenistan,Both,All Ages,Diabetes mellitus,Rate,2019,835.2398062857659,1039.577789378448,669.8020732248799
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Both,All Ages,Diabetes mellitus,Number,2019,8796.23381805042,11614.239139466754,6520.991361285785
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Both,All Ages,Diabetes mellitus,Percent,2019,0.01752331874952897,0.020993117809646,0.01403624219114602
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Both,All Ages,Diabetes mellitus,Rate,2019,619.5232831065634,817.9968508456437,459.27678377116035
DALYs (Disability-Adjusted Life Years),Egypt,Both,All Ages,Diabetes mellitus,Number,2019,907061.3927163997,1112477.8427108906,721107.1636217308
DALYs (Disability-Adjusted Life Years),Egypt,Both,All Ages,Diabetes mellitus,Percent,2019,0.03439968062610758,0.03955736322322821,0.030477512636271492
DALYs (Disability-Adjusted Life Years),Egypt,Both,All Ages,Diabetes mellitus,Rate,2019,915.5803998510015,1122.926095447961,727.8797118979932
DALYs (Disability-Adjusted Life Years),Estonia,Both,All Ages,Diabetes mellitus,Number,2019,10804.179094788664,14102.451896768951,7973.802987512124
DALYs (Disability-Adjusted Life Years),Estonia,Both,All Ages,Diabetes mellitus,Percent,2019,0.023685355412045292,0.028780093557375337,0.019115039558153326
DALYs (Disability-Adjusted Life Years),Estonia,Both,All Ages,Diabetes mellitus,Rate,2019,823.262661361473,1074.586229865088,607.5921373644812
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,All Ages,Diabetes mellitus,Number,2019,125112.19779410347,153566.06407221896,99516.58274695076
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,All Ages,Diabetes mellitus,Percent,2019,0.034251296908166966,0.03951007524893316,0.030043712350935177
DALYs (Disability-Adjusted Life Years),Bolivia (Plurinational State of),Both,All Ages,Diabetes mellitus,Rate,2019,1041.5818064206733,1278.4654193709084,828.4936549269585
DALYs (Disability-Adjusted Life Years),Solomon Islands,Both,All Ages,Diabetes mellitus,Number,2019,17700.189819021158,21662.22350226621,14489.89989383543
DALYs (Disability-Adjusted Life Years),Solomon Islands,Both,All Ages,Diabetes mellitus,Percent,2019,0.05719130887373213,0.06361963039663925,0.051646415345439615
DALYs (Disability-Adjusted Life Years),Solomon Islands,Both,All Ages,Diabetes mellitus,Rate,2019,2699.7144020705828,3304.022011509368,2210.0662099064316
DALYs (Disability-Adjusted Life Years),Croatia,Both,All Ages,Diabetes mellitus,Number,2019,60363.867960054224,78108.0963460333,45603.260961445616
DALYs (Disability-Adjusted Life Years),Croatia,Both,All Ages,Diabetes mellitus,Percent,2019,0.04086292218437682,0.04937545813399698,0.03390867010946669
DALYs (Disability-Adjusted Life Years),Croatia,Both,All Ages,Diabetes mellitus,Rate,2019,1421.0276366401727,1838.745052363391,1073.5477420037407
DALYs (Disability-Adjusted Life Years),Belize,Both,All Ages,Diabetes mellitus,Number,2019,5831.916024082721,6783.841863770826,5013.538860398992
DALYs (Disability-Adjusted Life Years),Belize,Both,All Ages,Diabetes mellitus,Percent,2019,0.05446140606621374,0.05889128607345039,0.05064286629271918
DALYs (Disability-Adjusted Life Years),Belize,Both,All Ages,Diabetes mellitus,Rate,2019,1422.0941560983917,1654.2182415737896,1222.5354901037024
DALYs (Disability-Adjusted Life Years),Japan,Both,All Ages,Diabetes mellitus,Number,2019,917207.3077307395,1216606.1817284662,671536.847084553
DALYs (Disability-Adjusted Life Years),Japan,Both,All Ages,Diabetes mellitus,Percent,2019,0.02495557250854812,0.02976878177446673,0.02041148457815108
DALYs (Disability-Adjusted Life Years),Japan,Both,All Ages,Diabetes mellitus,Rate,2019,717.7546849842312,952.0473499898586,525.5068446052712
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Diabetes mellitus,Number,2019,478051.4802357083,612802.6928636832,361041.9540326759
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Diabetes mellitus,Percent,2019,0.04130226360433198,0.049526001001516065,0.034290938019300506
DALYs (Disability-Adjusted Life Years),Colombia,Both,All Ages,Diabetes mellitus,Rate,2019,1000.5958768720369,1282.6397849728519,755.6865850615029
DALYs (Disability-Adjusted Life Years),Norway,Both,All Ages,Diabetes mellitus,Number,2019,43267.10158733111,55604.29675425573,32931.347031804224
DALYs (Disability-Adjusted Life Years),Norway,Both,All Ages,Diabetes mellitus,Percent,2019,0.03155427964275709,0.03634438335409489,0.02700188240886582
DALYs (Disability-Adjusted Life Years),Norway,Both,All Ages,Diabetes mellitus,Rate,2019,808.9052034580419,1039.556691551361,615.6718844950053
DALYs (Disability-Adjusted Life Years),Tonga,Both,All Ages,Diabetes mellitus,Number,2019,2541.6170038712453,3075.165080810473,2084.269753484883
DALYs (Disability-Adjusted Life Years),Tonga,Both,All Ages,Diabetes mellitus,Percent,2019,0.09332172821163731,0.10360682529306289,0.08311674181916186
DALYs (Disability-Adjusted Life Years),Tonga,Both,All Ages,Diabetes mellitus,Rate,2019,2483.2583380374012,3004.5554920874015,2036.41234543877
DALYs (Disability-Adjusted Life Years),Dominica,Both,All Ages,Diabetes mellitus,Number,2019,1995.124379356075,2415.2463857310436,1631.3684260772593
DALYs (Disability-Adjusted Life Years),Dominica,Both,All Ages,Diabetes mellitus,Percent,2019,0.07961688541274166,0.08910959727510219,0.07124556685530889
DALYs (Disability-Adjusted Life Years),Dominica,Both,All Ages,Diabetes mellitus,Rate,2019,2904.895669939857,3516.5921685606436,2375.2679913208817
DALYs (Disability-Adjusted Life Years),Belarus,Both,All Ages,Diabetes mellitus,Number,2019,46172.35161164594,61900.941404088735,32780.35995617645
DALYs (Disability-Adjusted Life Years),Belarus,Both,All Ages,Diabetes mellitus,Percent,2019,0.012346448888579109,0.015764994732861606,0.009410331435138641
DALYs (Disability-Adjusted Life Years),Belarus,Both,All Ages,Diabetes mellitus,Rate,2019,485.98458223640193,651.5350008882436,345.027900524848
DALYs (Disability-Adjusted Life Years),Grenada,Both,All Ages,Diabetes mellitus,Number,2019,2724.942599416428,3193.2987649786533,2323.4999061892627
DALYs (Disability-Adjusted Life Years),Grenada,Both,All Ages,Diabetes mellitus,Percent,2019,0.08399670041720984,0.09156643373022945,0.0771562302294831
DALYs (Disability-Adjusted Life Years),Grenada,Both,All Ages,Diabetes mellitus,Rate,2019,2640.057714394431,3093.824082993008,2251.120391689498
DALYs (Disability-Adjusted Life Years),Uruguay,Both,All Ages,Diabetes mellitus,Number,2019,29700.622745985842,35652.46272323408,24823.297149330614
DALYs (Disability-Adjusted Life Years),Uruguay,Both,All Ages,Diabetes mellitus,Percent,2019,0.027955823196511843,0.03134351983641732,0.025056162077664923
DALYs (Disability-Adjusted Life Years),Uruguay,Both,All Ages,Diabetes mellitus,Rate,2019,864.3609189670066,1037.5740504315374,722.418789642598
DALYs (Disability-Adjusted Life Years),Australia,Both,All Ages,Diabetes mellitus,Number,2019,186528.44039879207,236662.36354693226,142543.00737506239
